#{"t_start": 1766172363.9124959, "env_id": "None"}
r,l,t
1.0,22,476.255497
1.0,22,476.307189
1.0,22,476.355531
1.0,22,476.408205
1.0,22,476.465577
1.0,22,476.513348
1.0,22,476.566076
1.0,22,476.617011
1.0,22,476.669458
1.0,22,476.713006
1.0,22,476.757779
1.0,22,477.316137
1.0,22,477.369182
1.0,22,477.418659
1.0,22,477.463989
1.0,22,477.513896
1.0,22,477.56657
1.0,22,477.621655
1.0,22,477.675739
1.0,22,477.724189
1.0,22,477.780186
1.0,22,477.829324
1.0,22,477.882264
1.0,22,478.458516
1.0,22,478.510492
1.0,22,478.56091
1.0,22,478.614728
1.0,22,478.661707
1.0,22,478.708948
1.0,22,478.761638
1.0,22,478.816714
1.0,22,478.87233
1.0,22,478.918764
1.0,22,478.969299
1.0,22,479.552779
1.0,22,479.606826
1.0,22,479.652741
1.0,22,479.703033
1.0,22,479.757058
1.0,22,479.821774
1.0,31,479.922477
1.0,22,479.989484
1.0,22,480.046977
1.0,22,480.104399
1.0,22,480.16135
1.0,22,480.765439
1.0,22,480.814079
1.0,22,480.866705
1.0,22,480.915834
1.0,22,480.965649
1.0,22,481.010828
1.0,22,481.061257
1.0,22,481.105793
1.0,22,481.159096
1.0,22,481.211543
1.0,22,481.262926
1.0,22,481.317406
1.0,22,481.930214
1.0,22,481.981395
1.0,22,482.030469
1.0,22,482.076852
1.0,22,482.131782
1.0,22,482.182256
1.0,22,482.230228
1.0,22,482.279525
1.0,22,482.32993
1.0,22,482.380563
1.0,22,482.431767
1.0,22,482.489054
1.0,22,483.08592
1.0,22,483.141289
1.0,22,483.190806
1.0,22,483.237924
1.0,22,483.289134
1.0,22,483.337927
1.0,22,483.397007
1.0,22,483.445584
1.0,22,483.50291
1.0,22,483.556669
1.0,22,483.607168
1.0,22,484.184803
1.0,22,484.371396
1.0,22,484.423417
1.0,22,484.475916
1.0,22,484.521852
1.0,22,484.568603
1.0,22,484.621233
1.0,22,484.671478
1.0,22,484.729058
1.0,22,484.785383
1.0,22,484.836155
1.0,22,484.887313
1.0,22,485.612779
1.0,22,485.665994
1.0,22,485.721399
1.0,22,485.774102
1.0,22,485.825036
1.0,22,485.875742
1.0,22,485.925267
1.0,22,485.970856
1.0,22,486.021375
1.0,22,486.077488
1.0,22,486.13203
1.0,22,486.186462
1.0,29,486.788438
1.0,22,486.845363
1.0,22,486.900605
1.0,22,486.946665
1.0,22,487.000437
1.0,22,487.051174
1.0,22,487.099949
1.0,22,487.153295
1.0,22,487.208549
1.0,22,487.258764
1.0,22,487.311349
1.0,22,487.903305
1.0,22,487.959114
1.0,22,488.010708
1.0,22,488.062198
1.0,22,488.107668
1.0,22,488.155035
1.0,22,488.205508
1.0,22,488.249881
1.0,22,488.30075
1.0,22,488.352058
1.0,22,488.404427
1.0,22,488.455287
1.0,22,489.046577
1.0,22,489.099177
1.0,22,489.149693
1.0,22,489.202904
1.0,22,489.252078
1.0,22,489.30229
1.0,42,489.39104
1.0,22,489.436675
1.0,22,489.487648
1.0,22,489.542327
1.0,22,490.112659
-1.0,53,490.234986
1.0,58,490.39604
1.0,45,490.532073
1.0,53,490.654042
1.0,63,491.337655
1.0,62,491.477314
1.0,36,491.572606
1.0,46,491.781821
1.0,31,491.916175
1.0,48,492.098622
1.0,36,493.080814
1.0,36,493.167955
1.0,36,493.251623
-1.0,46,493.356502
1.0,45,493.452682
0.0,53,493.58636
1.0,51,494.213386
1.0,36,494.300468
1.0,33,494.377337
1.0,39,494.470825
1.0,41,494.566095
-1.0,31,494.635277
1.0,39,494.725892
1.0,46,495.383474
1.0,42,495.482315
1.0,53,495.637877
1.0,32,495.733344
1.0,33,495.818994
-1.0,52,495.9456
1.0,33,496.569872
1.0,63,496.703267
1.0,34,496.782499
1.0,32,496.852696
1.0,36,496.937035
1.0,49,497.055867
1.0,33,497.673668
1.0,33,497.742761
1.0,53,497.856162
1.0,35,497.931471
1.0,35,498.013287
1.0,33,498.086032
1.0,48,498.732598
1.0,31,498.808754
1.0,32,498.953619
1.0,38,499.04538
1.0,30,499.117121
1.0,39,499.214337
1.0,39,499.311295
1.0,30,499.377444
1.0,32,499.931758
1.0,43,500.03158
1.0,57,500.171221
1.0,35,500.251546
1.0,31,500.327712
1.0,32,500.398562
1.0,30,500.473001
1.0,31,501.107759
1.0,31,501.186216
1.0,38,501.275299
1.0,31,501.354129
1.0,31,501.431172
1.0,35,501.50618
1.0,36,501.591267
1.0,31,501.667378
1.0,59,502.410901
1.0,30,502.488703
1.0,29,502.556262
1.0,31,502.629545
1.0,35,502.710632
1.0,30,502.781286
1.0,29,502.8482
1.0,31,503.425965
1.0,30,503.499614
1.0,40,503.600755
1.0,30,503.666492
1.0,30,503.732527
1.0,29,503.798534
1.0,30,503.868613
1.0,31,503.939889
1.0,31,504.558641
1.0,44,504.662812
1.0,60,504.804953
1.0,32,504.887999
1.0,40,504.974536
1.0,48,505.086267
1.0,38,505.707368
1.0,54,505.832235
1.0,42,505.932278
1.0,28,506.008998
1.0,30,506.099389
1.0,30,506.193052
-1.0,34,506.26888
1.0,42,506.903584
1.0,31,506.977701
1.0,30,507.0496
1.0,30,507.120836
1.0,33,507.196717
1.0,30,507.266804
1.0,29,507.338474
1.0,29,507.40438
1.0,29,507.984683
1.0,31,508.054527
1.0,29,508.123091
1.0,28,508.188164
1.0,30,508.262204
1.0,29,508.330284
-1.0,36,508.428103
1.0,30,508.493149
1.0,29,508.562854
1.0,34,509.168637
1.0,31,509.242249
1.0,31,509.318241
1.0,30,509.394458
1.0,31,509.469387
1.0,29,509.541877
1.0,29,509.614233
1.0,49,510.278278
1.0,31,510.355899
1.0,28,510.423202
1.0,31,510.503683
1.0,29,510.591193
1.0,29,510.670405
1.0,29,510.750255
1.0,29,510.832241
1.0,29,510.915127
1.0,30,511.543839
0.0,57,511.674617
1.0,65,511.850609
1.0,51,512.010242
1.0,72,512.232487
1.0,46,512.907609
1.0,51,513.049138
1.0,40,513.304582
0.0,67,513.46346
1.0,51,513.584434
1.0,45,514.199746
-1.0,87,514.40049
1.0,47,514.508369
1.0,50,514.623454
1.0,40,515.474186
1.0,71,515.648213
1.0,65,515.795295
1.0,78,515.970674
1.0,57,516.667077
1.0,49,516.770271
1.0,37,516.861701
1.0,34,516.941685
1.0,73,517.115284
1.0,30,517.179717
1.0,48,517.889286
0.0,45,518.006483
-1.0,34,518.086378
1.0,57,518.211647
1.0,44,518.318429
1.0,56,519.011262
1.0,37,519.102448
-1.0,45,519.203946
1.0,37,519.296586
1.0,35,519.380063
1.0,38,519.4725
1.0,54,520.104926
1.0,38,520.20026
1.0,51,520.317093
-1.0,50,520.42481
1.0,51,520.550623
-1.0,61,521.215272
1.0,35,521.300849
1.0,54,521.410984
1.0,44,521.509202
1.0,66,521.654594
1.0,40,521.746366
1.0,50,522.386204
1.0,55,522.512224
1.0,61,522.701385
1.0,38,522.804714
1.0,38,522.897909
1.0,44,523.547143
1.0,36,523.638975
1.0,42,523.74492
1.0,39,523.832602
1.0,66,523.994346
1.0,53,524.125772
1.0,45,524.746059
1.0,57,524.870154
1.0,51,524.990459
1.0,45,525.090793
1.0,57,525.217271
1.0,62,525.874342
1.0,45,525.973622
1.0,35,526.059041
1.0,51,526.186254
1.0,43,526.290321
-1.0,66,526.99012
1.0,64,527.143026
1.0,50,527.247988
1.0,34,527.422765
1.0,33,527.505572
1.0,38,528.147351
1.0,42,528.242838
1.0,48,528.356919
1.0,36,528.453058
1.0,34,528.528638
1.0,54,528.63768
1.0,48,529.286892
1.0,44,529.390936
1.0,36,529.47654
1.0,31,529.54126
1.0,52,529.663633
1.0,28,529.732498
1.0,40,529.819679
1.0,29,530.411711
1.0,35,530.490533
1.0,38,530.571317
1.0,62,530.72652
1.0,32,530.794524
-1.0,33,530.8659
1.0,35,530.945651
1.0,47,531.681904
1.0,30,531.760742
1.0,65,531.933099
1.0,56,532.070773
1.0,33,532.150776
1.0,46,532.757594
-1.0,43,532.860471
-1.0,59,533.012458
1.0,42,533.139147
-1.0,35,533.241778
1.0,41,533.346588
1.0,30,533.939592
1.0,50,534.065251
1.0,49,534.18346
1.0,32,534.264947
1.0,47,534.3765
1.0,31,534.450085
1.0,44,535.062978
1.0,36,535.146699
1.0,46,535.256341
1.0,53,535.369608
1.0,37,535.455018
1.0,61,535.59069
1.0,44,536.230904
0.0,56,536.360595
-1.0,54,536.481579
1.0,61,536.623623
1.0,36,536.70323
1.0,41,537.334972
1.0,47,537.439438
1.0,31,537.5114
-1.0,61,537.650001
1.0,60,537.795173
1.0,46,538.500909
1.0,33,538.581017
1.0,46,538.689299
1.0,44,538.791876
1.0,48,538.906149
1.0,39,538.999023
1.0,31,539.073898
1.0,36,539.70105
1.0,42,539.801751
1.0,34,539.886799
1.0,52,540.005396
1.0,29,540.069421
1.0,45,540.177878
1.0,32,540.782536
1.0,41,540.871859
1.0,57,540.996976
1.0,35,541.081435
1.0,54,541.210232
1.0,42,541.451145
1.0,37,542.035741
1.0,51,542.16038
1.0,36,542.247133
1.0,38,542.335454
1.0,50,542.446223
1.0,38,542.534648
-1.0,31,543.136529
1.0,32,543.208358
1.0,31,543.278676
1.0,31,543.351611
1.0,36,543.436294
1.0,44,543.571002
1.0,40,543.684448
1.0,31,543.759704
1.0,31,544.369241
1.0,48,544.482331
1.0,50,544.607932
1.0,37,544.691692
1.0,59,544.837328
1.0,56,545.484832
1.0,31,545.560915
1.0,41,545.655477
1.0,37,545.740762
1.0,52,545.854275
1.0,38,545.942394
1.0,41,546.69856
1.0,43,546.802841
1.0,38,546.882573
1.0,31,546.961579
1.0,33,547.037739
1.0,44,547.145065
1.0,37,547.22438
1.0,32,547.819293
1.0,37,547.907619
1.0,41,548.009558
1.0,31,548.078856
1.0,35,548.157231
-1.0,35,548.245231
1.0,38,548.327538
1.0,30,548.406703
1.0,40,549.073833
1.0,31,549.144901
1.0,42,549.240202
1.0,65,549.392586
1.0,36,549.477417
1.0,34,549.552678
1.0,57,550.235475
-1.0,41,550.330579
1.0,66,550.484305
1.0,50,550.604031
1.0,40,550.698026
1.0,56,551.369873
1.0,39,551.461952
1.0,46,551.575369
1.0,36,551.748358
0.0,38,551.914122
1.0,44,552.089397
1.0,39,553.08858
1.0,40,553.18322
1.0,38,553.273893
1.0,30,553.346781
1.0,38,553.437899
1.0,29,553.503721
1.0,43,553.601741
1.0,40,554.274064
1.0,37,554.363207
1.0,38,554.458318
1.0,48,554.574131
-1.0,58,554.710908
1.0,57,555.381934
1.0,42,555.48409
1.0,42,555.587666
1.0,57,555.720091
1.0,35,555.803485
1.0,39,555.904012
1.0,33,556.515571
1.0,38,556.717353
1.0,40,556.802742
1.0,37,556.890735
1.0,39,556.976606
1.0,35,557.065278
1.0,38,557.154878
1.0,33,557.720173
1.0,36,557.807198
1.0,36,557.889808
1.0,36,557.976105
1.0,37,558.058927
1.0,50,558.17318
1.0,41,558.268373
1.0,51,558.954332
1.0,45,559.062806
1.0,35,559.147545
1.0,49,559.297897
1.0,34,559.392382
0.0,36,559.479197
1.0,44,560.109415
1.0,32,560.188831
1.0,30,560.259323
1.0,51,560.377625
1.0,53,560.496663
1.0,42,560.594763
1.0,52,561.246496
1.0,34,561.329744
1.0,34,561.420727
1.0,33,561.497447
1.0,49,561.617584
1.0,35,561.692204
1.0,47,562.405627
1.0,30,562.473354
1.0,54,562.595378
1.0,54,562.723046
1.0,49,562.841849
1.0,38,562.931063
-1.0,30,563.500053
1.0,29,563.567622
1.0,54,563.690776
1.0,37,563.780274
1.0,36,563.862739
1.0,33,563.936902
1.0,52,564.061722
1.0,46,564.753429
1.0,41,564.858582
1.0,43,564.963927
1.0,41,565.069659
1.0,49,565.181705
1.0,46,565.831316
1.0,31,565.903302
1.0,45,566.008054
1.0,31,566.07479
1.0,50,566.189076
1.0,33,566.267912
1.0,40,566.365727
1.0,41,567.021739
1.0,42,567.126462
1.0,57,567.251671
1.0,43,567.350962
1.0,39,567.444145
1.0,34,567.525358
1.0,53,568.174719
1.0,49,568.289784
1.0,45,568.396314
1.0,32,568.469444
1.0,49,568.594975
1.0,27,568.659834
1.0,48,569.277088
1.0,34,569.357987
1.0,51,569.485118
1.0,48,569.607308
-1.0,48,569.748418
1.0,50,569.889189
1.0,42,570.512836
1.0,38,570.702303
1.0,53,570.821254
1.0,35,570.904369
1.0,41,571.008771
1.0,39,571.102126
1.0,37,571.702612
1.0,41,571.802188
1.0,40,571.895091
1.0,54,572.020834
1.0,44,572.11859
1.0,36,572.204261
1.0,42,573.000608
1.0,47,573.119169
1.0,41,573.216453
1.0,35,573.297921
1.0,35,573.37595
1.0,37,573.463257
1.0,35,574.116876
1.0,35,574.201313
1.0,30,574.278342
1.0,36,574.35418
1.0,60,574.501565
1.0,34,574.587824
1.0,38,574.682617
1.0,52,575.388795
1.0,42,575.489425
1.0,52,575.610891
1.0,37,575.69543
1.0,42,575.789588
1.0,47,575.888734
1.0,46,576.518409
1.0,38,576.612891
1.0,43,576.71897
1.0,35,576.796244
1.0,44,576.902777
1.0,49,577.009604
1.0,30,577.616835
1.0,35,577.693394
1.0,41,577.789039
1.0,37,577.876166
1.0,60,578.003644
1.0,32,578.079051
1.0,44,578.691506
1.0,40,578.787756
1.0,43,578.89132
1.0,42,578.988165
1.0,35,579.06548
1.0,47,579.175558
1.0,38,579.811201
1.0,41,579.91605
1.0,69,580.078935
1.0,28,580.162344
1.0,47,580.301538
1.0,42,580.3966
1.0,43,581.033487
1.0,35,581.118595
1.0,41,581.215911
1.0,46,581.326467
1.0,38,581.406916
1.0,42,581.506034
1.0,47,582.131813
1.0,40,582.217912
1.0,47,582.33075
1.0,38,582.414444
1.0,33,582.49333
1.0,53,582.615482
1.0,34,583.206506
1.0,39,583.301557
1.0,40,583.393383
-1.0,30,583.465233
-1.0,31,583.531155
1.0,36,583.615952
1.0,36,583.694069
1.0,38,583.774793
1.0,48,584.417782
1.0,30,584.489171
1.0,41,584.578138
1.0,55,584.783599
1.0,39,584.879763
1.0,51,585.535434
1.0,61,585.688194
1.0,48,585.795926
1.0,30,585.867352
1.0,33,585.954317
1.0,38,586.046204
1.0,32,586.124958
1.0,59,586.785833
1.0,35,586.867485
1.0,44,586.971325
1.0,33,587.051684
1.0,39,587.142081
1.0,42,587.242149
1.0,33,587.841454
1.0,28,587.90508
1.0,38,587.99439
1.0,29,588.06425
1.0,34,588.139116
1.0,40,588.230435
1.0,42,588.335908
1.0,50,589.019413
1.0,40,589.127916
1.0,34,589.222552
1.0,28,589.299409
1.0,42,589.410294
1.0,39,589.510432
1.0,43,589.61481
1.0,30,590.302275
1.0,33,590.382016
1.0,30,590.453227
1.0,35,590.537326
1.0,30,590.628063
1.0,36,590.737065
1.0,32,590.820207
1.0,35,590.90347
1.0,47,591.565415
1.0,30,591.64084
1.0,29,591.70743
1.0,30,591.775373
1.0,29,591.84246
1.0,41,591.933994
1.0,41,592.031609
1.0,36,592.636528
1.0,30,592.709513
1.0,37,592.794075
1.0,43,592.898579
1.0,43,593.011773
1.0,38,593.098866
1.0,32,593.171648
1.0,35,593.768526
1.0,53,593.893656
1.0,41,593.984118
1.0,50,594.111489
1.0,35,594.196272
1.0,32,594.272956
1.0,38,594.884077
0.0,61,595.032454
1.0,42,595.125278
1.0,55,595.257249
1.0,36,595.351598
1.0,31,595.433441
1.0,29,596.056173
1.0,43,596.169204
1.0,37,596.260143
1.0,28,596.328815
1.0,50,596.446586
1.0,30,596.523015
1.0,36,596.598805
1.0,40,597.210512
1.0,57,597.337208
1.0,35,597.414328
1.0,41,597.50546
1.0,67,597.663943
1.0,37,598.290438
1.0,41,598.39937
1.0,32,598.483307
1.0,32,598.558863
1.0,37,598.643382
1.0,37,598.880362
1.0,36,598.977119
1.0,38,599.58774
1.0,30,599.664814
1.0,52,599.795852
1.0,39,599.899302
1.0,53,600.027301
1.0,52,600.150848
1.0,33,600.777066
1.0,37,600.85927
1.0,34,600.939282
1.0,42,601.052478
1.0,37,601.167309
1.0,30,601.254993
1.0,35,601.337791
1.0,30,601.416252
1.0,44,602.068491
1.0,29,602.137043
1.0,34,602.220044
1.0,24,602.273721
1.0,41,602.370299
1.0,33,602.451319
1.0,56,603.113559
1.0,36,603.197131
1.0,34,603.279499
1.0,41,603.374665
1.0,43,603.479153
1.0,34,603.559431
1.0,32,603.631466
1.0,28,603.70307
1.0,57,604.364478
1.0,33,604.436114
1.0,39,604.527455
1.0,33,604.605959
1.0,35,604.690792
1.0,32,604.766144
1.0,32,604.836709
1.0,28,605.43737
1.0,34,605.597981
1.0,33,605.669528
1.0,34,605.740479
1.0,34,605.820735
1.0,27,605.886284
1.0,33,605.967189
1.0,28,606.032817
1.0,51,606.722422
1.0,33,606.798423
1.0,36,606.882585
1.0,35,606.958896
1.0,24,607.018842
1.0,37,607.108406
1.0,47,607.774727
1.0,32,607.853285
1.0,40,607.952671
1.0,54,608.082994
1.0,31,608.159148
1.0,41,608.252626
1.0,26,608.317504
1.0,23,608.372703
1.0,34,609.007355
1.0,31,609.08974
1.0,31,609.176294
1.0,36,609.268499
1.0,30,609.338141
1.0,37,609.425764
1.0,25,609.488922
1.0,40,609.573987
1.0,29,610.164938
1.0,41,610.268936
1.0,45,610.374218
1.0,29,610.437321
1.0,30,610.504923
1.0,25,610.555827
1.0,24,610.611762
1.0,24,610.659714
1.0,47,611.303263
1.0,34,611.391876
1.0,40,611.49108
1.0,24,611.568874
1.0,24,611.709247
1.0,24,611.829741
1.0,32,611.966859
1.0,31,612.089265
1.0,24,613.085368
1.0,43,613.188134
1.0,50,613.300642
1.0,44,613.406346
1.0,39,613.502155
1.0,31,613.583144
1.0,45,614.308519
-1.0,35,614.390376
1.0,46,614.503022
1.0,56,614.62975
1.0,46,614.727667
1.0,34,614.810411
1.0,52,615.443368
1.0,39,615.532559
1.0,36,615.620654
1.0,34,615.7019
1.0,52,615.828041
1.0,47,615.931235
1.0,60,616.597899
1.0,28,616.663914
1.0,33,616.743901
1.0,38,616.845304
1.0,55,617.005881
1.0,40,617.109128
1.0,39,617.727298
-1.0,54,617.85431
1.0,38,617.934197
1.0,45,618.050869
1.0,43,618.151827
-1.0,34,618.229368
1.0,45,618.889926
1.0,28,618.951741
1.0,44,619.050206
1.0,45,619.163359
1.0,40,619.249802
1.0,48,619.367772
1.0,36,619.973592
1.0,28,620.038116
1.0,35,620.119862
1.0,35,620.20024
1.0,56,620.331317
1.0,40,620.425133
1.0,45,620.535087
1.0,34,621.134019
1.0,22,621.186382
1.0,39,621.277983
1.0,55,621.405993
1.0,25,621.461752
1.0,36,621.545873
1.0,52,621.666625
1.0,35,622.401079
1.0,36,622.49329
1.0,28,622.564071
1.0,25,622.62397
1.0,36,622.723796
1.0,50,622.83536
1.0,31,622.903724
1.0,37,623.519109
1.0,22,623.571743
1.0,37,623.65202
1.0,22,623.704882
1.0,40,623.795102
1.0,22,623.845328
1.0,25,623.904834
-1.0,36,623.986813
1.0,47,624.640193
1.0,22,624.693927
1.0,35,624.773667
1.0,36,624.867831
1.0,38,624.959973
1.0,32,625.036003
1.0,27,625.100888
1.0,25,625.158469
1.0,36,625.753412
1.0,22,625.809856
1.0,22,625.857225
1.0,24,625.910056
1.0,38,626.008746
1.0,32,626.085881
1.0,24,626.143081
1.0,33,626.217969
1.0,22,626.273339
1.0,29,626.340561
1.0,24,626.917333
1.0,47,627.034745
1.0,25,627.097212
1.0,35,627.17947
1.0,24,627.228014
1.0,25,627.290994
1.0,25,627.360338
1.0,22,627.431599
1.0,22,627.4963
1.0,23,628.097401
1.0,44,628.330032
1.0,38,628.41959
1.0,22,628.473565
-1.0,49,628.576517
1.0,33,628.648822
1.0,34,628.726205
1.0,64,629.399019
-1.0,36,629.483736
1.0,27,629.549533
1.0,26,629.609167
1.0,61,629.747968
1.0,56,629.885343
-1.0,37,630.626649
1.0,43,630.734907
-1.0,39,630.832345
1.0,39,630.923249
1.0,46,631.036602
1.0,38,631.129281
1.0,38,631.722632
0.0,58,631.862556
1.0,36,631.948295
1.0,22,632.001338
1.0,22,632.053391
1.0,43,632.152201
1.0,45,632.259406
1.0,39,632.927237
1.0,34,632.997644
1.0,30,633.071909
1.0,25,633.131574
1.0,22,633.185948
1.0,42,633.289398
1.0,22,633.339826
1.0,40,633.429643
1.0,37,634.027971
1.0,35,634.106025
1.0,22,634.155188
1.0,28,634.215169
1.0,22,634.269537
1.0,28,634.333734
1.0,22,634.384291
1.0,20,634.429195
1.0,33,634.506021
1.0,22,634.556958
1.0,22,635.224386
1.0,21,635.273707
1.0,22,635.324528
1.0,22,635.386051
1.0,28,635.462187
1.0,21,635.513963
1.0,22,635.561953
1.0,22,635.616457
1.0,22,635.670552
1.0,22,635.721796
1.0,22,635.772508
1.0,21,636.352778
1.0,21,636.405048
1.0,27,636.4717
1.0,24,636.531952
1.0,21,636.583903
1.0,25,636.641631
1.0,22,636.69277
1.0,22,636.744372
1.0,21,636.795425
1.0,27,636.856632
1.0,22,636.912192
1.0,22,637.556497
1.0,23,637.61734
1.0,39,637.71125
1.0,22,637.781318
1.0,22,637.85566
1.0,26,637.942476
1.0,25,638.012583
1.0,30,638.096698
-1.0,27,638.167368
1.0,22,638.221925
1.0,21,638.846485
1.0,22,638.898549
1.0,22,638.94985
1.0,22,639.000977
1.0,25,639.053268
1.0,21,639.098126
1.0,24,639.155344
1.0,21,639.2109
1.0,22,639.255575
1.0,22,639.305719
1.0,25,639.364692
1.0,22,639.418829
1.0,20,639.973521
1.0,21,640.024794
1.0,21,640.067703
1.0,22,640.11795
1.0,27,640.175868
1.0,21,640.225102
1.0,22,640.286883
1.0,22,640.339143
-1.0,34,640.417113
1.0,22,640.465033
1.0,21,640.512208
1.0,20,641.082458
1.0,20,641.135092
1.0,21,641.178684
1.0,22,641.230816
1.0,45,641.34164
1.0,22,641.393414
1.0,22,641.441998
1.0,22,641.488321
1.0,22,641.538807
1.0,22,641.589878
1.0,22,641.634712
1.0,23,642.221141
1.0,22,642.272977
1.0,22,642.325106
1.0,23,642.459384
1.0,22,642.506954
1.0,22,642.559878
1.0,22,642.618231
1.0,22,642.669814
1.0,21,642.718386
1.0,22,642.768756
1.0,22,642.813673
1.0,21,643.408385
1.0,22,643.462025
1.0,24,643.516624
1.0,22,643.571187
1.0,24,643.629407
1.0,21,643.677015
1.0,58,643.80316
1.0,49,643.908552
1.0,22,643.953844
1.0,23,644.538805
1.0,21,644.590688
1.0,22,644.638037
1.0,22,644.695695
1.0,29,644.758737
1.0,23,644.811975
1.0,24,644.866702
1.0,33,644.943056
1.0,21,644.994437
1.0,21,645.040829
1.0,22,645.089329
1.0,24,645.683823
1.0,21,645.731085
1.0,23,645.78433
1.0,21,645.834965
1.0,22,645.885182
1.0,22,645.937654
1.0,23,645.992615
1.0,21,646.039997
1.0,21,646.089216
1.0,21,646.13939
1.0,23,646.191297
1.0,22,646.773093
1.0,44,646.872001
1.0,22,646.918749
1.0,21,646.959454
1.0,23,647.016955
1.0,20,647.064325
1.0,50,647.191622
1.0,24,647.248946
1.0,44,647.341264
1.0,42,647.970545
1.0,24,648.025706
1.0,21,648.067649
1.0,21,648.118834
1.0,20,648.159729
1.0,22,648.217316
1.0,31,648.306654
1.0,48,648.448814
1.0,55,649.107446
1.0,24,649.163532
1.0,22,649.214645
1.0,52,649.334414
1.0,22,649.380272
1.0,20,649.427118
1.0,23,649.485172
1.0,22,649.538769
1.0,24,649.590714
1.0,21,649.640709
1.0,25,650.226167
1.0,20,650.266242
1.0,22,650.317708
1.0,23,650.377037
1.0,22,650.425686
1.0,20,650.468619
1.0,21,650.518011
1.0,20,650.562662
1.0,22,650.614452
1.0,22,650.667704
1.0,20,650.714401
1.0,21,650.763652
1.0,21,651.412367
1.0,20,651.464137
1.0,22,651.518528
1.0,20,651.559946
1.0,21,651.60403
1.0,26,651.66081
1.0,22,651.709257
1.0,23,651.765697
1.0,20,651.804877
1.0,21,651.854177
1.0,21,651.897533
1.0,20,651.950509
1.0,22,652.537063
1.0,21,652.586407
1.0,20,652.633832
1.0,21,652.683384
1.0,20,652.733673
1.0,20,652.780722
1.0,20,652.823144
1.0,20,652.873253
1.0,20,652.916622
1.0,20,652.967032
1.0,20,653.012789
1.0,21,653.060269
1.0,24,653.707558
1.0,22,653.764468
1.0,21,653.818521
1.0,43,653.927163
-1.0,44,654.035025
1.0,24,654.09456
1.0,37,654.182194
1.0,23,654.233759
1.0,29,654.300838
1.0,24,654.887734
-1.0,47,654.995956
1.0,27,655.058346
1.0,21,655.114002
1.0,25,655.169441
1.0,30,655.238277
-1.0,25,655.295124
1.0,46,655.395783
-1.0,32,655.981632
1.0,23,656.033949
1.0,27,656.099197
1.0,56,656.233482
1.0,21,656.408725
1.0,23,656.460062
1.0,26,656.523405
1.0,21,656.581616
1.0,21,656.632648
1.0,35,657.226846
1.0,31,657.302114
1.0,27,657.369305
1.0,27,657.427673
1.0,21,657.476373
1.0,23,657.535354
1.0,21,657.585045
1.0,30,657.654094
1.0,24,657.70991
1.0,24,657.773762
1.0,21,658.367014
1.0,23,658.417645
1.0,21,658.465237
1.0,24,658.524765
1.0,21,658.576333
1.0,26,658.633583
1.0,21,658.692101
1.0,21,658.758187
1.0,22,658.823927
1.0,22,658.889156
-1.0,31,658.965298
1.0,28,659.57334
1.0,22,659.632047
1.0,22,659.678705
1.0,22,659.731107
1.0,21,659.775058
1.0,20,659.819043
1.0,35,659.894397
1.0,22,659.951875
1.0,20,659.997492
1.0,22,660.051973
1.0,21,660.103325
1.0,30,660.710407
1.0,21,660.7614
1.0,32,660.836662
1.0,37,660.918291
1.0,40,661.008962
1.0,21,661.059434
1.0,23,661.113341
1.0,21,661.165932
1.0,31,661.235108
1.0,29,661.816788
1.0,21,661.873881
1.0,20,661.919026
1.0,23,661.974144
1.0,21,662.026162
1.0,20,662.073334
1.0,24,662.126339
1.0,27,662.192711
1.0,22,662.246596
1.0,20,662.293055
1.0,49,662.9646
1.0,22,663.019502
1.0,21,663.072823
1.0,22,663.123719
1.0,20,663.168986
1.0,22,663.224841
1.0,23,663.280906
1.0,21,663.33222
1.0,23,663.389065
1.0,21,663.442107
1.0,21,663.489158
1.0,21,663.539851
1.0,21,664.162352
1.0,32,664.245306
1.0,34,664.345141
1.0,34,664.438172
1.0,20,664.480869
1.0,20,664.529088
1.0,23,664.588725
1.0,23,664.644929
-1.0,45,664.749413
1.0,20,665.330185
1.0,22,665.373289
1.0,20,665.41678
1.0,22,665.463364
1.0,23,665.514046
1.0,22,665.564049
1.0,22,665.618734
1.0,22,665.672649
1.0,22,665.726278
1.0,20,665.783316
1.0,20,665.834886
1.0,20,665.881807
1.0,21,666.548812
1.0,23,666.60666
1.0,21,666.657641
1.0,22,666.717729
1.0,20,666.770467
1.0,22,666.822714
1.0,20,666.876403
1.0,22,666.926894
1.0,23,666.978832
1.0,20,667.024311
1.0,22,667.076549
1.0,22,667.132079
1.0,20,667.7283
1.0,43,667.825185
1.0,21,667.875762
1.0,21,667.926039
1.0,20,667.98052
1.0,21,668.029492
-1.0,52,668.149534
1.0,22,668.199285
1.0,20,668.244561
1.0,22,668.294331
1.0,35,668.896251
1.0,21,668.947906
1.0,20,669.002325
1.0,20,669.057934
1.0,20,669.106479
1.0,21,669.16947
1.0,20,669.228335
1.0,21,669.292822
1.0,21,669.35325
1.0,23,669.416229
1.0,22,669.467032
1.0,22,669.521284
-1.0,63,670.212669
1.0,51,670.327665
1.0,61,670.470218
1.0,55,670.751835
1.0,32,671.338954
1.0,65,671.485217
1.0,20,671.530834
1.0,44,671.689845
1.0,20,671.760651
1.0,20,671.852176
1.0,31,671.975302
1.0,66,673.070749
1.0,20,673.123766
-1.0,29,673.194657
1.0,20,673.242218
1.0,22,673.297027
