#{"t_start": 1766172363.9124959, "env_id": "None"}
r,l,t
1.0,47,862.7303
-1.0,25,862.904233
1.0,40,862.996932
1.0,41,863.100532
1.0,44,863.236709
1.0,46,863.941496
1.0,51,864.053298
1.0,37,864.136633
1.0,39,864.231564
1.0,41,864.327086
1.0,42,864.424806
1.0,44,865.062658
1.0,35,865.14748
1.0,42,865.24676
1.0,40,865.337069
1.0,31,865.40831
1.0,47,865.523152
-1.0,43,866.260585
1.0,56,866.383862
1.0,48,866.494596
1.0,47,866.60524
1.0,64,866.742308
1.0,34,867.324701
1.0,49,867.436395
1.0,39,867.52475
1.0,40,867.623594
1.0,44,867.723333
1.0,30,867.793221
1.0,58,868.481824
1.0,27,868.568107
1.0,49,868.72739
1.0,43,868.837692
-1.0,29,868.907123
1.0,36,868.990458
1.0,44,869.096302
1.0,36,869.710135
1.0,44,869.806161
1.0,44,869.911948
1.0,32,869.986969
1.0,32,870.062338
-1.0,49,870.179328
1.0,36,870.788931
1.0,54,870.917948
1.0,36,871.008043
1.0,56,871.143699
1.0,36,871.231658
1.0,31,871.301707
1.0,51,871.941373
1.0,44,872.036371
1.0,44,872.134099
-1.0,57,872.263298
1.0,35,872.34151
1.0,42,872.434389
1.0,33,873.07577
1.0,30,873.149448
1.0,31,873.221776
1.0,37,873.302395
1.0,39,873.398727
1.0,32,873.470345
1.0,39,873.573725
1.0,40,874.24861
1.0,59,874.382258
1.0,36,874.464887
1.0,32,874.547499
1.0,40,874.654223
1.0,36,874.762745
1.0,44,874.894136
1.0,33,875.658861
0.0,37,875.739206
1.0,38,875.839489
1.0,30,875.920748
1.0,44,876.042782
-1.0,33,876.122498
-1.0,58,876.793573
1.0,32,876.867858
1.0,32,876.942268
1.0,46,877.055579
1.0,37,877.237462
1.0,36,877.330551
1.0,37,877.428089
-1.0,42,878.043093
1.0,34,878.121361
1.0,42,878.212922
1.0,56,878.343582
1.0,35,878.424803
1.0,33,878.498272
1.0,54,879.157276
1.0,36,879.253407
1.0,36,879.342389
1.0,36,879.430014
1.0,35,879.50671
1.0,41,879.610129
1.0,47,879.721057
1.0,35,880.390466
1.0,35,880.472695
1.0,31,880.540874
1.0,44,880.651469
1.0,31,880.734035
1.0,38,880.832962
1.0,42,880.945409
1.0,38,881.577193
1.0,30,881.640046
1.0,36,881.725665
1.0,37,881.814283
1.0,53,881.937064
1.0,34,882.015151
1.0,44,882.637783
1.0,36,882.727502
1.0,42,882.826141
1.0,49,882.934326
1.0,35,883.012261
1.0,35,883.092723
1.0,32,883.171753
1.0,31,883.770755
1.0,30,883.845484
1.0,30,883.913311
1.0,43,884.012985
1.0,48,884.120496
1.0,30,884.187049
1.0,39,884.276516
1.0,45,884.911154
-1.0,47,885.014421
1.0,30,885.083409
1.0,38,885.175545
1.0,38,885.262964
1.0,34,885.342939
1.0,38,885.460406
1.0,30,886.089326
1.0,35,886.170182
1.0,41,886.267026
1.0,30,886.339001
1.0,37,886.43085
1.0,36,886.51662
1.0,37,886.607567
1.0,30,887.195279
1.0,30,887.262186
1.0,34,887.337775
1.0,34,887.417296
1.0,33,887.49199
1.0,33,887.567464
1.0,31,887.632527
1.0,33,887.716807
1.0,33,888.308294
1.0,29,888.380978
1.0,34,888.466467
1.0,31,888.542384
1.0,40,888.64667
1.0,33,888.727374
1.0,32,888.800229
1.0,33,888.881801
1.0,46,889.502001
1.0,32,889.578384
1.0,36,889.66106
1.0,31,889.730778
1.0,32,889.802043
1.0,45,889.898701
1.0,33,889.971138
1.0,34,890.585589
1.0,37,890.694037
1.0,33,890.79127
1.0,35,890.874231
1.0,35,890.967873
1.0,31,891.046709
1.0,55,891.360145
1.0,31,891.957658
1.0,35,892.042764
1.0,47,892.158037
1.0,32,892.235821
1.0,30,892.308318
1.0,32,892.387604
1.0,30,892.462218
1.0,31,893.075886
1.0,30,893.138149
1.0,30,893.197203
1.0,36,893.285352
1.0,30,893.363123
1.0,30,893.433129
1.0,41,893.536129
1.0,38,893.629303
1.0,30,894.235582
1.0,35,894.316908
1.0,29,894.3822
1.0,32,894.453981
1.0,35,894.53263
1.0,32,894.609753
1.0,32,894.689936
1.0,29,894.76028
1.0,30,895.372758
1.0,31,895.438282
1.0,40,895.520632
1.0,33,895.598497
1.0,32,895.669801
1.0,34,895.744278
1.0,34,895.835804
1.0,32,895.932441
1.0,30,896.581019
1.0,31,896.658341
1.0,30,896.725599
1.0,32,896.791244
1.0,32,896.865829
1.0,34,896.950748
1.0,31,897.019033
1.0,32,897.094394
1.0,42,897.699311
1.0,32,897.769534
1.0,39,897.864278
1.0,30,897.941688
1.0,37,898.034467
1.0,35,898.112369
1.0,32,898.17971
1.0,35,898.790382
1.0,32,898.859447
1.0,31,898.934333
1.0,34,899.013544
1.0,41,899.106844
1.0,41,899.211823
1.0,29,899.281601
1.0,33,899.889153
1.0,30,899.971709
1.0,32,900.061605
1.0,30,900.140582
1.0,33,900.213271
1.0,31,900.276173
1.0,28,900.340958
1.0,29,900.413126
1.0,37,900.510099
1.0,36,901.128796
1.0,28,901.210465
1.0,33,901.306525
1.0,31,901.374835
1.0,35,901.459786
1.0,34,901.548057
1.0,33,901.625531
1.0,35,902.252501
1.0,34,902.330032
1.0,33,902.413788
1.0,30,902.482589
1.0,37,902.568186
1.0,38,902.660171
1.0,29,902.730676
1.0,30,902.799522
1.0,38,903.395215
1.0,30,903.480444
1.0,39,903.573929
1.0,29,903.639868
1.0,28,903.707421
1.0,32,903.778761
1.0,28,903.844998
1.0,29,903.909874
1.0,37,904.574948
1.0,28,904.645413
1.0,39,904.732059
1.0,30,904.802379
1.0,34,904.887264
1.0,28,904.956967
1.0,34,905.043208
1.0,32,905.119353
1.0,29,905.827385
1.0,28,905.896099
1.0,34,905.969147
1.0,29,906.034474
1.0,30,906.103757
1.0,34,906.18508
1.0,29,906.253629
1.0,30,906.329322
1.0,32,907.028762
1.0,51,907.15068
1.0,32,907.221616
1.0,28,907.293678
1.0,37,907.380948
1.0,29,907.45299
1.0,30,907.526942
1.0,30,907.594035
1.0,31,908.237057
1.0,28,908.298733
1.0,28,908.357056
1.0,38,908.448902
1.0,34,908.531042
1.0,28,908.606637
1.0,28,908.681988
-1.0,32,908.76988
1.0,29,909.411711
-1.0,49,909.54668
1.0,36,909.636235
1.0,28,909.69633
1.0,28,909.765441
1.0,28,909.842986
1.0,34,909.931872
1.0,40,910.035482
1.0,28,910.690486
1.0,28,910.760356
1.0,29,910.827472
1.0,30,910.900563
1.0,32,910.969332
1.0,29,911.037225
1.0,33,911.112056
1.0,28,911.171683
1.0,28,911.240711
1.0,35,912.130736
1.0,34,912.26499
1.0,38,912.433017
1.0,31,912.574385
1.0,33,912.698911
1.0,36,912.854837
1.0,34,913.010492
1.0,38,913.698833
1.0,34,913.77584
1.0,50,913.898037
1.0,47,914.01171
1.0,37,914.112836
1.0,34,914.196765
1.0,31,914.26405
1.0,35,914.878829
1.0,34,914.954218
1.0,56,915.09373
-1.0,46,915.212206
1.0,46,915.318705
1.0,34,915.397536
1.0,31,915.983712
1.0,35,916.065662
1.0,57,916.197112
1.0,46,916.316425
1.0,30,916.392683
1.0,38,916.488422
1.0,31,917.119868
1.0,46,917.229677
1.0,45,917.329384
1.0,29,917.400112
1.0,30,917.471535
1.0,32,917.548006
1.0,40,917.636176
1.0,38,918.265458
1.0,37,918.34519
1.0,29,918.41666
1.0,36,918.511867
1.0,32,918.602162
1.0,31,918.673779
1.0,42,918.765344
1.0,30,918.832518
1.0,40,919.473714
1.0,30,919.542435
1.0,30,919.606426
1.0,29,919.673834
1.0,29,919.739487
1.0,38,919.811208
1.0,33,919.891219
1.0,30,919.955963
1.0,29,920.538302
1.0,36,920.613116
1.0,29,920.818733
1.0,30,920.891423
1.0,30,920.956967
1.0,35,921.036534
1.0,35,921.121824
1.0,35,921.205826
1.0,32,921.795521
1.0,30,921.860166
1.0,30,921.930854
1.0,30,922.008439
1.0,31,922.083687
1.0,30,922.17859
1.0,29,922.265591
1.0,29,922.349728
1.0,30,923.059191
1.0,29,923.131659
1.0,29,923.198879
1.0,30,923.264037
1.0,30,923.332888
1.0,29,923.397521
1.0,30,923.467104
1.0,29,923.536129
1.0,32,923.616081
1.0,30,924.293476
1.0,30,924.367824
1.0,29,924.438144
1.0,29,924.51004
1.0,32,924.593095
1.0,30,924.66136
1.0,33,924.737975
1.0,29,924.804489
1.0,39,925.39198
1.0,30,925.462447
1.0,29,925.534187
1.0,34,925.616579
1.0,37,925.701535
1.0,41,925.788858
1.0,30,925.853268
1.0,47,926.504412
1.0,36,926.583391
1.0,49,926.695004
1.0,63,926.84175
1.0,58,926.97761
1.0,28,927.040579
1.0,29,927.677429
1.0,51,927.80931
1.0,29,927.872257
1.0,30,927.94488
1.0,30,928.021975
1.0,29,928.086113
1.0,29,928.149852
1.0,33,928.233172
1.0,54,928.884613
1.0,30,928.958778
1.0,32,929.0339
1.0,51,929.155055
-1.0,61,929.288832
1.0,48,929.887086
1.0,32,929.95664
1.0,46,930.067134
1.0,36,930.151748
1.0,34,930.232666
1.0,28,930.295379
1.0,31,930.367125
1.0,39,931.003457
1.0,32,931.079885
1.0,29,931.151146
1.0,33,931.230785
1.0,33,931.304061
1.0,30,931.363178
1.0,28,931.424824
1.0,32,931.49977
1.0,30,931.567298
1.0,36,932.172569
1.0,34,932.253733
1.0,31,932.328476
1.0,30,932.403749
1.0,29,932.477762
1.0,33,932.550265
1.0,32,932.635543
1.0,39,933.306296
1.0,29,933.376494
1.0,29,933.44267
1.0,30,933.509714
1.0,32,933.593587
1.0,30,933.668849
1.0,29,933.743067
1.0,34,933.816912
1.0,29,933.885657
1.0,29,934.46313
1.0,46,934.575423
1.0,32,934.64413
1.0,35,934.817719
1.0,34,934.907622
1.0,34,934.989475
1.0,36,935.077447
1.0,36,935.684263
1.0,36,935.77284
1.0,34,935.853974
1.0,36,935.944183
1.0,31,936.014489
1.0,36,936.092724
1.0,34,936.164697
1.0,33,936.239156
1.0,53,936.971569
1.0,44,937.082715
1.0,45,937.190176
-1.0,34,937.271948
-1.0,58,937.398959
1.0,23,937.452713
1.0,47,938.129601
1.0,57,938.272066
1.0,47,938.378312
-1.0,70,938.547738
1.0,37,939.192218
1.0,63,939.335861
1.0,32,939.410956
1.0,30,939.485695
1.0,58,939.628273
1.0,52,939.765555
1.0,46,940.412089
1.0,56,940.550668
-1.0,34,940.640638
1.0,40,940.735346
1.0,64,940.871451
-1.0,55,941.509978
1.0,33,941.58886
1.0,43,941.688176
1.0,40,941.772486
1.0,48,941.887718
1.0,43,941.983403
1.0,38,942.570327
1.0,43,942.668085
1.0,30,942.737764
-1.0,29,942.797391
1.0,44,942.90373
1.0,38,942.995263
1.0,55,943.145541
1.0,40,943.811902
1.0,41,943.906642
1.0,49,944.020095
-1.0,46,944.133553
1.0,48,944.24984
1.0,58,944.893613
1.0,52,945.017816
1.0,51,945.142332
-1.0,25,945.203115
1.0,39,945.292283
1.0,40,945.390138
1.0,44,946.013133
1.0,42,946.115102
1.0,49,946.227883
1.0,28,946.286899
-1.0,51,946.395649
1.0,44,946.501721
1.0,37,947.119696
1.0,59,947.259178
1.0,40,947.350341
1.0,54,947.470478
1.0,50,947.582346
1.0,45,947.690389
1.0,31,948.322341
1.0,30,948.414693
1.0,46,948.550417
1.0,41,948.657826
1.0,38,948.860488
-1.0,45,948.968055
1.0,28,949.543616
1.0,30,949.612049
1.0,30,949.679726
1.0,42,949.780898
1.0,30,949.8519
1.0,48,949.969833
1.0,30,950.041764
1.0,31,950.124241
1.0,38,950.741073
1.0,52,950.876069
1.0,30,950.94391
1.0,30,951.014792
1.0,30,951.085701
1.0,30,951.154589
-1.0,42,951.250037
1.0,30,951.957327
1.0,45,952.069101
1.0,30,952.132322
1.0,30,952.207368
1.0,30,952.281889
1.0,48,952.389381
1.0,30,952.462142
1.0,31,953.054031
1.0,45,953.163246
1.0,47,953.270606
1.0,43,953.378317
1.0,39,953.473161
1.0,31,953.537308
1.0,35,953.64181
1.0,53,954.340014
1.0,45,954.445523
-1.0,52,954.577108
-1.0,41,954.674777
1.0,68,954.838459
1.0,43,955.464642
1.0,67,955.625354
1.0,59,955.763687
1.0,49,955.881954
1.0,46,955.991714
1.0,38,956.618074
1.0,41,956.708326
1.0,32,956.784508
1.0,43,956.880982
1.0,40,956.962367
1.0,47,957.070137
1.0,57,957.734265
1.0,37,957.823575
1.0,40,957.920288
1.0,40,958.020982
-1.0,52,958.141373
1.0,47,958.253282
1.0,45,958.89124
1.0,57,959.056194
1.0,38,959.150813
1.0,41,959.254443
1.0,51,959.376556
1.0,59,960.04487
1.0,31,960.114997
1.0,33,960.189631
1.0,31,960.251532
1.0,32,960.327361
1.0,61,960.477863
1.0,50,961.147222
1.0,50,961.258466
1.0,37,961.340167
1.0,31,961.406993
1.0,31,961.481969
1.0,31,961.552935
1.0,38,961.645367
1.0,31,962.25467
1.0,39,962.340531
-1.0,21,962.391766
1.0,45,962.504961
1.0,42,962.610645
1.0,37,962.702366
-1.0,62,962.926266
1.0,40,963.566221
1.0,29,963.637389
1.0,54,963.758901
1.0,41,963.852556
1.0,29,963.924448
1.0,39,964.005129
1.0,33,964.670581
1.0,54,964.813271
1.0,46,964.914124
1.0,29,964.98428
1.0,62,965.133917
1.0,38,965.224046
1.0,36,965.839275
1.0,26,965.89786
1.0,39,965.979022
1.0,37,966.068188
1.0,49,966.187369
1.0,42,966.28651
1.0,25,966.342166
1.0,26,966.93976
1.0,41,967.127948
1.0,34,967.211051
1.0,26,967.267569
1.0,35,967.354045
1.0,25,967.408155
1.0,30,967.475498
1.0,28,967.538234
1.0,26,967.600121
1.0,33,968.210901
1.0,26,968.264941
1.0,27,968.330178
1.0,29,968.398682
1.0,38,968.492225
1.0,29,968.560638
1.0,29,968.626594
1.0,31,968.700768
1.0,28,969.317688
1.0,27,969.400921
1.0,31,969.493497
1.0,29,969.568622
1.0,33,969.651054
1.0,27,969.710115
1.0,35,969.794683
1.0,29,969.860169
1.0,30,969.933347
1.0,27,970.536186
1.0,31,970.619389
1.0,26,970.683437
1.0,29,970.755841
1.0,25,970.805403
1.0,49,970.908403
1.0,29,970.973954
1.0,31,971.051322
1.0,30,971.685824
1.0,26,971.815251
1.0,26,971.927396
1.0,30,972.064909
1.0,27,972.169071
1.0,25,972.25124
1.0,25,972.356671
1.0,26,972.463035
1.0,28,972.583018
1.0,25,972.673123
1.0,25,973.447832
1.0,34,973.528526
1.0,30,973.58961
1.0,25,973.647735
1.0,25,973.701969
1.0,29,973.773268
1.0,31,973.844208
1.0,33,973.921094
1.0,32,974.542186
1.0,25,974.61424
1.0,26,974.693286
1.0,35,974.779741
1.0,25,974.838208
1.0,37,974.926579
1.0,29,974.992263
1.0,25,975.051461
1.0,29,975.131628
1.0,25,975.72619
1.0,25,975.787508
1.0,26,975.840269
1.0,34,975.922066
1.0,29,975.983853
1.0,26,976.044445
1.0,31,976.117451
0.0,41,976.219768
1.0,33,976.301804
1.0,22,976.897331
1.0,31,976.958775
1.0,26,977.016829
1.0,25,977.080382
1.0,25,977.142597
1.0,26,977.210811
1.0,25,977.260502
1.0,25,977.320624
1.0,30,977.387334
1.0,29,978.009823
1.0,25,978.230433
1.0,32,978.303045
1.0,28,978.370507
1.0,28,978.438819
1.0,26,978.506809
1.0,37,978.591438
1.0,27,978.654107
1.0,25,978.707849
1.0,25,978.765235
1.0,33,979.346012
1.0,25,979.406694
1.0,26,979.466202
1.0,25,979.528159
1.0,25,979.594307
1.0,26,979.656281
1.0,28,979.726297
1.0,32,979.816181
1.0,29,979.899809
1.0,24,980.533638
1.0,25,980.591999
1.0,25,980.647711
1.0,30,980.705787
1.0,31,980.769707
1.0,29,980.832795
1.0,25,980.892408
1.0,26,980.944008
1.0,25,981.005928
1.0,29,981.792807
1.0,28,981.861306
1.0,25,981.91273
1.0,25,981.971875
1.0,25,982.024783
1.0,26,982.08814
1.0,26,982.143543
1.0,25,982.208509
1.0,29,982.275392
1.0,26,982.337926
1.0,26,982.985952
1.0,27,983.046079
1.0,25,983.108503
1.0,25,983.175425
1.0,25,983.226933
1.0,32,983.299584
1.0,25,983.360121
1.0,25,983.418477
1.0,24,983.472183
1.0,25,983.528849
1.0,25,984.082367
1.0,31,984.148931
1.0,25,984.209819
1.0,25,984.26856
1.0,34,984.349458
1.0,26,984.414946
1.0,26,984.47345
1.0,34,984.557112
1.0,25,984.614269
1.0,25,985.227599
1.0,29,985.303566
1.0,27,985.37249
1.0,23,985.430681
1.0,33,985.513225
1.0,25,985.576543
1.0,25,985.642633
-1.0,38,985.731978
1.0,27,985.794302
1.0,42,986.426091
1.0,27,986.485378
1.0,29,986.548124
1.0,25,986.600732
1.0,22,986.653448
1.0,22,986.698111
1.0,22,986.747655
1.0,23,986.796681
1.0,30,986.863631
1.0,25,986.924615
1.0,29,987.521468
1.0,27,987.588418
1.0,27,987.654739
1.0,22,987.708061
1.0,29,987.777755
1.0,23,987.822114
1.0,28,987.885478
1.0,26,987.941471
1.0,30,988.01167
1.0,26,988.069136
-1.0,27,988.683542
1.0,25,988.748476
1.0,29,988.812493
1.0,25,988.867009
1.0,29,988.936734
1.0,29,989.00889
1.0,25,989.072533
1.0,28,989.139203
1.0,25,989.196723
1.0,21,989.772047
1.0,28,989.83155
1.0,22,989.890114
1.0,27,989.958029
1.0,34,990.035552
1.0,25,990.092979
1.0,23,990.146991
1.0,32,990.227954
1.0,28,990.315694
1.0,25,990.384874
1.0,26,991.018355
1.0,36,991.098047
1.0,29,991.167591
1.0,25,991.229152
1.0,27,991.289918
1.0,23,991.341419
1.0,38,991.428171
1.0,24,991.483329
1.0,26,991.545587
1.0,24,992.125782
1.0,30,992.20129
1.0,24,992.261864
1.0,28,992.410331
1.0,25,992.474218
1.0,25,992.53078
1.0,25,992.589246
1.0,25,992.645984
1.0,26,992.709414
1.0,25,992.774275
1.0,21,993.370499
1.0,26,993.432598
1.0,26,993.490946
1.0,26,993.558421
1.0,26,993.614646
1.0,22,993.662523
1.0,21,993.710431
1.0,31,993.78583
1.0,28,993.858806
1.0,27,993.919123
1.0,24,994.488877
1.0,25,994.548172
1.0,41,994.649351
1.0,33,994.727425
1.0,25,994.787349
1.0,40,994.888198
1.0,22,994.936684
1.0,24,994.998765
1.0,25,995.062844
1.0,29,995.67618
1.0,21,995.73496
1.0,22,995.785887
1.0,24,995.848839
1.0,25,995.91191
1.0,21,995.964391
1.0,24,996.022952
1.0,25,996.085265
1.0,26,996.144891
1.0,25,996.207034
1.0,21,996.891136
1.0,24,996.94353
1.0,25,997.001355
1.0,21,997.051598
1.0,21,997.101812
1.0,24,997.159717
1.0,22,997.211557
1.0,27,997.269767
1.0,22,997.321291
1.0,20,997.365075
1.0,22,997.41415
1.0,27,997.476285
1.0,25,998.06803
1.0,28,998.133305
-1.0,51,998.249103
1.0,24,998.300015
1.0,20,998.346449
1.0,30,998.41721
1.0,21,998.467598
1.0,22,998.521489
1.0,26,998.575853
1.0,24,999.166036
1.0,25,999.228166
1.0,24,999.284203
1.0,26,999.342583
1.0,25,999.391437
1.0,22,999.445929
1.0,23,999.496837
1.0,20,999.543291
1.0,32,999.618319
1.0,25,999.680264
1.0,24,1000.29798
1.0,28,1000.363847
1.0,25,1000.424977
1.0,25,1000.483563
1.0,22,1000.538183
1.0,22,1000.59065
1.0,24,1000.645112
1.0,22,1000.693869
1.0,22,1000.747411
1.0,21,1000.809822
1.0,26,1000.892771
1.0,22,1001.500654
1.0,26,1001.569223
1.0,21,1001.618099
1.0,20,1001.666584
1.0,22,1001.722468
1.0,22,1001.766074
1.0,22,1001.817478
1.0,21,1001.868505
1.0,23,1001.930657
1.0,23,1001.992183
1.0,21,1002.045896
1.0,22,1002.096399
1.0,22,1002.683822
1.0,26,1002.747256
1.0,26,1002.800915
1.0,31,1002.873349
1.0,20,1002.922521
1.0,28,1002.985481
1.0,23,1003.03329
1.0,23,1003.093086
1.0,24,1003.148618
1.0,28,1003.218508
1.0,22,1003.800795
1.0,24,1003.859861
1.0,20,1003.905895
1.0,22,1003.962069
1.0,22,1004.014602
1.0,23,1004.074677
1.0,20,1004.124333
1.0,26,1004.189532
1.0,27,1004.24691
1.0,25,1004.310818
1.0,21,1004.357162
1.0,22,1004.96952
1.0,21,1005.022581
1.0,24,1005.084716
1.0,21,1005.132479
1.0,21,1005.185181
1.0,32,1005.260557
1.0,23,1005.315767
1.0,22,1005.373024
1.0,22,1005.422612
1.0,25,1005.477767
1.0,26,1005.540858
1.0,24,1006.192892
1.0,21,1006.244557
1.0,23,1006.304063
1.0,21,1006.349331
1.0,20,1006.396106
1.0,22,1006.452336
1.0,21,1006.672772
1.0,20,1006.731821
1.0,21,1006.790832
1.0,21,1006.840857
1.0,21,1006.890194
1.0,21,1006.935338
1.0,20,1007.517257
1.0,24,1007.572206
1.0,22,1007.617279
1.0,21,1007.666184
1.0,25,1007.724406
1.0,24,1007.783512
1.0,20,1007.83208
1.0,20,1007.872855
1.0,20,1007.916007
1.0,20,1007.962146
1.0,20,1008.011631
1.0,23,1008.067499
1.0,20,1008.649176
1.0,20,1008.693759
1.0,20,1008.745724
1.0,22,1008.791061
1.0,27,1008.85339
1.0,20,1008.904792
1.0,21,1008.951232
1.0,20,1008.995161
1.0,20,1009.037588
1.0,21,1009.086028
1.0,21,1009.136063
1.0,20,1009.183983
1.0,20,1009.814281
1.0,20,1009.869879
1.0,22,1009.927552
1.0,20,1009.985016
1.0,20,1010.034868
1.0,20,1010.088139
1.0,20,1010.138276
1.0,20,1010.195685
1.0,20,1010.247283
1.0,20,1010.299042
1.0,20,1010.346872
1.0,20,1010.397835
1.0,20,1010.44503
1.0,20,1011.022182
1.0,20,1011.0725
1.0,20,1011.117126
1.0,20,1011.16522
1.0,20,1011.21445
1.0,20,1011.275869
1.0,20,1011.330884
1.0,20,1011.394461
1.0,20,1011.45113
1.0,21,1011.503157
1.0,20,1011.563699
1.0,20,1011.616296
1.0,20,1011.666898
1.0,20,1012.326723
1.0,20,1012.36973
1.0,22,1012.421318
1.0,20,1012.46365
1.0,20,1012.508138
1.0,20,1012.54817
1.0,20,1012.592209
1.0,20,1012.63693
1.0,20,1012.688279
1.0,20,1012.740397
1.0,20,1012.790467
1.0,20,1012.841078
1.0,20,1013.404708
1.0,20,1013.450286
1.0,20,1013.500252
1.0,20,1013.551984
1.0,20,1013.598882
1.0,20,1013.640996
1.0,20,1013.683802
1.0,20,1013.727724
1.0,20,1013.77251
1.0,20,1013.819453
1.0,20,1013.867218
1.0,20,1013.914166
1.0,20,1013.959161
1.0,20,1014.568872
1.0,67,1014.729846
1.0,71,1014.894641
-1.0,40,1014.99425
-1.0,27,1015.061516
-1.0,36,1015.138338
1.0,53,1015.805094
1.0,48,1015.909025
1.0,63,1016.05646
1.0,33,1016.138806
1.0,38,1016.224994
1.0,55,1016.93419
1.0,54,1017.060773
1.0,38,1017.161658
1.0,58,1017.292505
1.0,20,1017.34391
1.0,36,1017.434228
1.0,57,1018.086297
1.0,20,1018.138745
1.0,20,1018.182261
1.0,20,1018.231026
1.0,30,1018.299551
1.0,20,1018.343805
1.0,20,1018.393153
1.0,20,1018.443621
1.0,20,1018.491505
1.0,59,1019.159359
1.0,21,1019.206287
1.0,20,1019.255737
1.0,20,1019.299181
1.0,20,1019.345145
1.0,20,1019.396318
1.0,20,1019.44843
1.0,20,1019.501997
1.0,22,1019.56147
1.0,20,1019.611861
1.0,20,1019.653776
1.0,20,1019.698948
1.0,20,1019.738558
1.0,20,1020.348351
1.0,21,1020.392299
1.0,20,1020.439714
1.0,20,1020.483044
1.0,21,1020.534612
1.0,20,1020.578994
1.0,20,1020.626642
1.0,20,1020.670509
1.0,20,1020.71277
1.0,20,1020.893389
1.0,20,1020.936674
1.0,20,1020.984124
1.0,20,1021.528169
1.0,22,1021.574959
1.0,22,1021.626199
1.0,25,1021.69505
1.0,22,1021.763933
1.0,22,1021.829626
1.0,22,1021.893088
1.0,22,1021.955655
1.0,22,1022.017349
1.0,22,1022.069472
1.0,22,1022.120472
1.0,20,1022.172988
1.0,22,1022.752971
1.0,20,1022.80108
1.0,22,1022.849701
1.0,26,1022.90666
-1.0,30,1022.970428
1.0,26,1023.034419
1.0,22,1023.09239
1.0,25,1023.151447
1.0,26,1023.215621
1.0,25,1023.276073
1.0,25,1023.888001
1.0,20,1023.941456
1.0,20,1023.993013
1.0,20,1024.049214
1.0,22,1024.113817
1.0,26,1024.18973
1.0,20,1024.248082
1.0,26,1024.315087
1.0,20,1024.369515
1.0,20,1024.426228
1.0,25,1024.495119
1.0,20,1024.550456
1.0,20,1025.172116
1.0,22,1025.234682
1.0,20,1025.291793
1.0,26,1025.362592
1.0,20,1025.411774
1.0,25,1025.474696
1.0,20,1025.526248
1.0,26,1025.596941
1.0,20,1025.653508
1.0,20,1025.69729
1.0,22,1025.75448
1.0,20,1025.802406
1.0,22,1026.439924
1.0,23,1026.497792
1.0,25,1026.562468
1.0,23,1026.62234
1.0,25,1026.687256
1.0,25,1026.755703
1.0,23,1026.822433
1.0,23,1026.876084
1.0,23,1026.935433
1.0,23,1027.005921
1.0,25,1027.077646
1.0,20,1027.780097
1.0,20,1027.826907
1.0,25,1027.885942
1.0,25,1027.946531
1.0,23,1028.005948
1.0,20,1028.055282
1.0,23,1028.115925
1.0,23,1028.179227
1.0,25,1028.24772
1.0,22,1028.30874
1.0,25,1028.371555
1.0,20,1028.977919
1.0,20,1029.027613
1.0,23,1029.087044
1.0,22,1029.144605
1.0,25,1029.205506
1.0,20,1029.261678
1.0,23,1029.314558
1.0,23,1029.373046
1.0,20,1029.419801
1.0,20,1029.466777
1.0,20,1029.51406
1.0,21,1029.564492
1.0,20,1030.173181
1.0,23,1030.229345
1.0,23,1030.288021
1.0,21,1030.342523
1.0,23,1030.398781
1.0,26,1030.458026
1.0,20,1030.515918
1.0,20,1030.571599
1.0,20,1030.625393
1.0,37,1030.717202
1.0,20,1030.765338
1.0,21,1031.388423
1.0,20,1031.434522
1.0,21,1031.480644
1.0,21,1031.52742
1.0,20,1031.575141
1.0,20,1031.628896
1.0,21,1031.697281
1.0,20,1031.806426
1.0,20,1031.900261
1.0,23,1031.999148
1.0,20,1032.087053
1.0,22,1032.169892
1.0,20,1032.281355
1.0,25,1033.261391
1.0,21,1033.320357
1.0,20,1033.364972
1.0,20,1033.41185
1.0,21,1033.45954
1.0,20,1033.510632
1.0,20,1033.557638
1.0,24,1033.619957
1.0,20,1033.672175
1.0,20,1033.727088
1.0,21,1033.778031
1.0,23,1033.840387
1.0,23,1034.471181
1.0,21,1034.529144
1.0,20,1034.577811
1.0,20,1034.625035
1.0,20,1034.675499
1.0,21,1034.736552
1.0,20,1034.79138
1.0,20,1034.843951
1.0,20,1034.894466
1.0,20,1034.940503
1.0,21,1034.992251
1.0,23,1035.046653
1.0,20,1035.670257
1.0,20,1035.723234
1.0,20,1035.775636
1.0,20,1035.81795
1.0,23,1035.875375
1.0,20,1035.929066
1.0,23,1035.988511
1.0,20,1036.031734
1.0,23,1036.08814
1.0,20,1036.144054
1.0,20,1036.199443
1.0,20,1036.446979
1.0,20,1037.032306
1.0,20,1037.082086
1.0,20,1037.131164
1.0,20,1037.179575
1.0,20,1037.231158
1.0,20,1037.276291
1.0,20,1037.327875
1.0,20,1037.377607
1.0,20,1037.430487
1.0,20,1037.47488
1.0,20,1037.526583
1.0,21,1037.593631
1.0,20,1037.656885
1.0,20,1038.290112
1.0,20,1038.340493
1.0,20,1038.391608
1.0,20,1038.438942
1.0,20,1038.486415
1.0,20,1038.539129
1.0,20,1038.587793
1.0,20,1038.636259
1.0,20,1038.685451
1.0,22,1038.741805
1.0,20,1038.784776
1.0,20,1038.832168
1.0,20,1038.880793
